id,lens,kind,lat,lng
1106526590,70,03,39.907295000000005,116.18781
1106605461,9,04,39.89325,116.46365
1106605471,135,04,39.89327585,116.4628024
1106943020,43,06,40.037485000000004,116.26801
1106943030,115,06,40.03691499999999,116.268585
1106944850,3,01,39.859833949999995,116.44999205
1106974050,6,06,40.04233895,116.26177949999999
1107031350,142,06,39.9243031,116.4045272
1107031481,17,04,39.93338,116.4003
1107031491,27,04,39.93338,116.40003999999999
1107031610,19,04,39.93339,116.40330499999999
1107031620,82,04,39.93339,116.4039
1107070600,4,01,39.85981875,116.44995015
1107070640,9,06,39.85840655,116.42212925
1107071420,23,03,39.841577599999994,116.42188675
1107071430,28,03,39.8418066,116.42190755
1107072601,18,03,39.84161695,116.42161675
1107072611,32,03,39.84184405,116.42161675
1116129670,64,06,39.88209,116.39905999999999
1116129680,12,06,39.882435,116.39905
1116131401,16,03,39.90808,116.473755
1116131411,101,06,39.9110291,116.4178626
1116134450,17,03,39.90840145,116.44752915000001
1116838431,48,01,39.98925,116.29953499999999
1116838441,115,01,39.988515,116.299655
1116838471,18,01,39.991545,116.298315
1116838481,112,01,39.991075,116.298775
1116838491,3,01,39.99352295,116.29602015
1116838501,116,01,39.993105,116.29647
1116838530,43,01,39.990105,116.299175
1116838540,43,01,39.989715000000004,116.29926
1116838551,76,01,39.98738535,116.2995972
1116838561,170,01,39.98849,116.29944499999999
1116838570,268,01,39.985840350000004,116.29983720000001
1116838580,24,01,39.984535,116.30004500000001
1116838590,82,01,39.96704,116.30719500000001
1116839581,26,03,39.9257451,116.3559075
1116839591,18,03,39.925945,116.355905
1121385330,8,06,39.98793,116.49161000000001
1121385340,64,06,39.987935,116.49118
1121387590,14,06,39.92289,116.47721
1121387600,17,06,39.922885,116.47739
1121389870,48,03,39.89038585,116.4616645
1121389880,34,03,39.89075585,116.4616595
1121390020,39,03,39.88993,116.46166
1121390030,7,03,39.89014,116.461665
1121390190,35,03,39.8861608,116.46157840000001
1121390200,39,03,39.886495800000006,116.46157840000001
1123383740,173,00,39.578784999999996,116.401565
1123383760,86,00,39.578166100000004,116.40099415
1123383770,1437,00,39.571752849999996,116.4040085
1123760671,3,03,39.94028,116.35491999999999
1123760681,8,03,39.94028,116.354845
1123760690,12,03,39.940075,116.355205
1123760700,23,03,39.939915,116.35522
1123760710,39,03,39.940985,116.355215
1123760720,75,03,39.940470000000005,116.35519500000001
1125049090,6,06,39.853875,116.37132
1125049100,72,06,39.85352,116.37131
1125051161,74,06,39.83426,116.31303
1125051171,13,06,39.833870000000005,116.31305499999999
1125052341,74,06,39.908335,116.335565
1125052351,32,06,39.907849999999996,116.33557
114021870,70,01,39.834215,116.28754
114021930,39,01,39.83375825,116.2877647
114021940,24,01,39.83349825,116.2879197
115372290,272,00,39.662265,116.375395
115372370,143,00,39.6617018,116.3758966
115372380,219,00,39.663275,116.375335
115372410,19,00,39.65967,116.376575
115372520,3898,00,39.642435,116.38076
115372600,39,00,39.625660249999996,116.384611
115372610,3898,00,39.643955,116.38021499999999
115372650,162,00,39.62475525,116.38460775
115372900,2538,00,39.59370665,116.391085
115372930,125,00,39.605720000000005,116.38589
115372980,14,00,39.603895,116.386315
115372990,28,00,39.604085,116.38627
115373000,108,00,39.604690000000005,116.386135
115373010,2121,00,39.614515,116.3848
115373020,104,00,39.60454,116.38511
115373170,134,00,39.544557499999996,116.41278779999999
116068151,28,01,39.83232,116.42276
116068161,188,01,39.83232,116.42403999999999
116068170,270,01,39.832195,116.42133999999999
116068180,189,01,39.832195,116.424045
125057741,203,00,40.116735000000006,116.2753
125058140,30,00,40.117575,116.27439
125121231,282,00,40.068365,116.31887499999999
125121241,207,00,40.06646925,116.32034200000001
125121250,65,00,40.04773,116.30888999999999
125121260,187,00,40.04676,116.30967
125121271,351,01,40.01548,116.302055
125121281,202,01,40.014785,116.298945
125121290,29,01,40.0091781,116.4903049
125121300,194,01,40.0099831,116.4895099
125121341,208,00,40.05369,116.58955
125121381,28,00,40.042755,116.338385
125121391,96,00,40.045775,116.310665
125121401,379,00,40.043899999999994,116.312005
125121411,495,00,40.0439222,116.4812859
125121421,561,00,40.048555,116.48235500000001
125121430,138,01,40.01172,116.28751
125121440,18,01,40.011015,116.28762499999999
125121470,189,01,40.0221,116.42297500000001
125121480,331,01,40.02205,116.42603500000001
125121501,1059,00,40.02156,116.534165
125121551,32,01,40.02309,116.34264999999999
125121571,85,01,40.023275,116.34159
125121581,230,01,40.02325999999999,116.34344
125121601,519,00,40.04371525,116.4813609
125121610,114,01,40.022104999999996,116.43174
125121620,137,01,40.022130000000004,116.43026
125121641,291,00,40.0062,116.595675
125121650,211,00,40.0084012,116.5966942
125121660,294,00,40.006315,116.595485
125121691,39,00,40.043265,116.338285
125121701,21,00,40.04302,116.33846
125121721,46,00,40.034175,116.599175
125121740,503,00,40.032920000000004,116.601045
125121751,221,00,40.06642,116.32016
125121761,275,00,40.068325,116.31864999999999
125121771,46,00,40.063135,116.482135
125121781,50,00,40.063565,116.48212000000001
125121791,133,00,40.016360000000006,116.52014
125121801,24,00,40.01677,116.52088499999999
125121851,1453,00,40.0209426,116.53199455000001
125121861,691,00,40.025009999999995,116.54341500000001
125121871,68,01,40.00330685,116.26369195
125121881,32,01,40.003375,116.26428
125141731,61,00,39.856965,116.238775
125141741,174,00,39.857820000000004,116.23955000000001
125141750,59,01,39.862895,116.548075
125141760,199,01,39.86174,116.548255
125141791,261,01,39.909459999999996,116.591435
125141801,19,01,39.909414999999996,116.593075
125141811,187,01,39.909051250000005,116.59406305
125141821,264,01,39.909125,116.59141
125141830,23,01,39.916563350000004,116.211325
125141840,474,01,39.91433,116.21115
125141861,35,01,39.909565,116.588515
125141871,136,01,39.909205,116.58906
125141881,52,01,39.90926,116.587955
125141890,6,00,39.908789999999996,116.62083
125141900,103,00,39.909015,116.62137999999999
125142011,71,00,39.853855,116.23768
125142021,93,00,39.85458,116.23786999999999
125142030,75,00,39.853809999999996,116.23784
125142040,141,00,39.85476,116.2381
125142061,8,00,39.87082,116.50618
125142081,1468,00,39.86677,116.59764
125142190,284,01,39.89681655,116.2211858
125142200,78,01,39.89684,116.223305
125142211,125,01,39.897035,116.222095
125142221,78,01,39.89703,116.22328999999999
125142230,97,01,39.896855,116.248985
125142240,37,01,39.89686,116.249775
125142251,61,01,39.89704,116.24921499999999
125142261,35,01,39.89704,116.24978999999999
125142271,159,01,39.908135,116.502185
125142281,59,01,39.90810999999999,116.503475
125142311,289,01,39.907765,116.517775
125142321,109,01,39.90776,116.515435
125142331,180,01,39.907925000000006,116.51502500000001
125142351,28,00,39.868584999999996,116.55646
125142361,20,00,39.868595,116.55617000000001
125142370,34,00,39.868750000000006,116.55645999999999
125142401,913,01,39.909115,116.55991
125142411,920,01,39.90945,116.559875
125142421,16,01,39.90954,116.56534500000001
125309281,79,00,39.821675,116.50186500000001
125309371,20,01,39.7588,116.38681500000001
125309410,448,01,39.759065,116.37934
125309431,456,01,39.759015,116.37988
125309500,74,01,39.832185100000004,116.41114189999999
125309511,32,01,39.83234,116.40671499999999
125309521,246,01,39.83234,116.40834
125309530,52,01,39.8321818,116.40665225000001
125309611,34,00,39.83076,116.345785
125309641,63,00,39.830895,116.346
125309661,312,00,39.8099577,116.34518285
125309671,163,00,39.809595,116.34537499999999
125309681,150,00,39.808189999999996,116.34547
125309711,79,00,39.78345,116.34547
125309721,93,00,39.782745,116.345035
125309730,13,01,39.831305,116.374595
125309740,9,01,39.83131,116.37473
125309750,57,01,39.83105,116.365645
125309760,19,01,39.831055,116.366095
125309770,173,01,39.8305,116.32427
125309780,68,01,39.8304979,116.3256895
125309790,37,01,39.8307,116.32548
125309810,43,01,39.83075975,116.33591440000001
125309820,17,01,39.830745,116.33556
125309831,71,01,39.8311563,116.35178205
125309851,10,01,39.831485,116.374585
125309861,10,01,39.83149,116.37471500000001
125309870,211,01,39.779055,116.33368
125309890,20,01,39.781679999999994,116.30984000000001
125666970,30,04,39.98724,116.353595
125666980,192,04,39.9882425,116.3535417
125667180,8,03,39.9866549,116.34066565
125667270,275,03,39.98673815,116.3424536
125667280,10,03,39.986663050000004,116.34078425
125667291,411,01,39.9868785,116.35130665
125667340,8,03,39.987061999999995,116.35360165
125667350,18,03,39.986721599999996,116.3536163
125667360,24,03,39.986913599999994,116.35360795
125667400,32,04,39.98649,116.353625
125667430,10,01,39.97653,116.35415
125667450,13,06,39.976585,116.354225
125667460,64,06,39.976569999999995,116.35377
125667511,243,06,39.9763626,116.34190555
125667551,37,06,39.97636,116.340255
125667561,170,06,39.976375000000004,116.339035
125667571,535,01,39.986005,116.32999
125667591,193,01,39.985995,116.33428
125667601,479,01,39.98585,116.330335
125667620,18,03,39.985865000000004,116.333155
125667630,16,03,39.98619,116.333125
125667640,18,03,39.986035,116.33314
125667730,17,03,39.962338,116.30886175
125667810,17,03,39.962398,116.30904675
125667820,32,03,39.96249,116.30932
125667871,351,01,39.96642285,116.31955035
125667881,312,01,39.96715285,116.32327535
125667911,305,01,39.96700985,116.32325445000001
125667921,347,01,39.96629485,116.31960445
125667971,108,01,39.962005,116.308835
125668251,48,01,39.96776,116.35274999999999
125668281,57,01,39.96763,116.35271499999999
125668350,143,01,39.95733,116.35511360000001
125668360,12,01,39.958025000000006,116.3551
125668371,252,01,39.95687,116.35493
125668381,17,01,39.958057,116.354759
125668431,145,01,39.967775,116.353895
125668441,28,01,39.96779,116.354915
125668451,185,01,39.967655,116.35584
125668461,144,01,39.96764,116.353905
125668471,48,03,39.967879999999994,116.354465
125668481,37,03,39.967884999999995,116.35496499999999
125668500,35,03,39.967535,116.35497000000001
125668591,126,01,39.948524750000004,116.37105654999999
125668601,277,01,39.94877315,116.373385
125668610,138,01,39.94840345,116.37112005
125668620,263,01,39.94864345,116.37345504999999
125668631,273,01,39.948564149999996,116.37341835000001
125668641,10,01,39.948456050000004,116.37177065
125668770,115,03,39.988820000000004,116.40747999999999
125669091,116,03,39.98883,116.40765999999999
125669111,273,01,39.9552357,116.45841575
125669130,19,01,39.96282,116.446955
125669160,17,01,39.962720000000004,116.44683
126346731,14,01,39.833831700000005,116.46268380000001
126346741,86,01,39.833935,116.463255
126346750,37,01,39.833655,116.46266
126346770,64,01,39.88763055,116.4614334
126346790,57,01,39.89006515,116.4612819
126346810,204,01,39.88884,116.46145999999999
126346820,32,01,39.88991,116.46148
126346830,26,01,39.896825,116.461395
126346840,41,01,39.896519999999995,116.461385
126346851,57,01,39.8867484,116.48966970000001
126346881,59,01,39.886745,116.48987
126346911,43,01,39.85236525,116.48565305
126346931,81,01,39.85288,116.48598
126346941,21,01,39.852419999999995,116.485905
126346951,14,01,39.8625513,116.45419344999999
126346961,79,01,39.86285,116.45457999999999
126346970,70,01,39.86241,116.454295
126347001,35,01,39.876725,116.48953
126347031,123,01,39.905435,116.48118
126347041,13,01,39.9054825,116.48197565
126347130,97,01,39.8424453,116.47855544999999
126347140,48,01,39.842020000000005,116.47791
126347171,101,00,39.839299999999994,116.48138499999999
126347181,194,00,39.840325,116.48028500000001
126347191,241,00,39.84055,116.48025
126347201,57,00,39.83951395,116.48136215
126347211,234,01,39.87167855,116.40022745
126347221,123,01,39.871584999999996,116.39814
126347230,160,01,39.857150000000004,116.410215
126347240,157,01,39.857134450000004,116.40834835000001
126347260,35,01,39.8571887,116.41710675
126347561,35,01,39.96677,116.44095999999999
126347570,13,03,39.966930000000005,116.440965
126347580,37,03,39.967085,116.44074499999999
126347811,61,00,39.949317199999996,116.43391305
126347821,12,00,39.94923,116.433495
126347860,45,00,39.9492772,116.43403805
126348230,34,06,39.968495,116.39471
126348240,14,06,39.968715,116.3947
126348351,9,06,39.97698,116.39423
126348590,28,01,39.98778,116.38732
126348620,45,01,39.9880438,116.38720755
126348850,17,06,39.99337,116.400865
126348860,17,06,39.993210000000005,116.40087
126348871,48,01,39.99236,116.40102999999999
126348971,32,03,39.988550000000004,116.400995
126348981,28,03,39.988565,116.40135000000001
126349000,141,01,39.988385,116.40035499999999
126349010,137,01,39.98818,116.40038
126349030,63,01,39.988625,116.41660999999999
126349040,30,01,39.988635,116.41716
126349060,13,01,39.98879,116.41689500000001
126349290,134,00,39.96298,116.46029999999999
126349300,333,00,39.964574999999996,116.462085
126349310,28,01,39.954435000000004,116.459345
126349330,171,00,39.954775,116.450965
126349340,25,00,39.954105,116.450225
126349350,56,00,39.953885,116.45023
126349360,173,00,39.954674999999995,116.451105
126349720,112,04,39.93334,116.411295
126446740,78,01,39.848855,116.33956
126446750,218,01,39.853915,116.36087
126446760,284,01,39.853145,116.35809499999999
126446771,86,01,39.86119,116.31431
126446781,45,01,39.86066,116.31466499999999
126446791,111,01,39.902820000000006,116.31042
126446810,174,01,39.889095,116.310465
126446820,177,01,39.89068,116.310455
126446831,20,01,39.85358,116.360165
126446841,70,01,39.85344,116.35967
126446861,30,01,39.88204,116.348985
126446870,57,00,39.84144355,116.34600015000001
126446911,21,01,39.86067,116.31446
126446930,128,01,39.91397585,116.2741838
126446940,120,01,39.912855,116.274045
126446950,133,00,39.86831,116.26398
126446960,446,00,39.86969,116.26685499999999
126446991,45,01,39.851929999999996,116.35424499999999
126447020,229,01,39.851635349999995,116.35263615
126447050,17,01,39.850698050000005,116.32412205
126447071,39,01,39.88496935,116.2744809
126447081,65,01,39.885435,116.274355
126447090,8,01,39.88514105,116.274648
126447100,65,01,39.88547,116.274565
126447111,24,01,39.89695,116.31326
126447141,21,01,39.89709,116.31327
126447150,2,01,39.849059999999994,116.28347
126447160,108,01,39.848565,116.283485
126447171,103,01,39.84948455,116.2836726
126447190,34,00,39.841845,116.34576
126447200,93,00,39.84127,116.345755
126447211,68,00,39.880345000000005,116.298675
126447221,35,00,39.88023,116.29809499999999
126447231,107,01,39.874340000000004,116.311825
126447251,50,01,39.873605,116.31168
126447261,21,01,39.87393,116.311645
126447270,171,01,39.866755,116.30376000000001
126447280,14,01,39.866825,116.30484
126447290,24,01,39.8669489,116.3048124
126447300,27,01,39.866929999999996,116.30451
126447330,27,01,39.90724,116.356615
126447340,120,01,39.90790285,116.3565936
126447351,96,01,39.90660055,116.35647055
126447361,9,01,39.907075,116.35645
126447370,112,00,39.83621,116.346005
126447380,63,00,39.837005000000005,116.346005
126447411,93,01,39.88875915,116.34867205
126447431,89,01,39.85709,116.37398999999999
126447441,41,01,39.857145,116.374755
126447451,37,01,39.857020000000006,116.37478
126447461,78,01,39.85697145,116.3741071
126447471,237,01,39.876625000000004,116.31134499999999
126447481,101,01,39.87814,116.31117499999999
126447511,150,01,39.914065,116.27444
126447521,29,01,39.913255,116.27431999999999
126447530,28,00,39.83869,116.34601
126447550,209,00,39.87126,116.270105
126447560,74,00,39.87194085,116.27151625
126447571,48,01,39.889705,116.31024
126447581,93,01,39.890339999999995,116.310235
126447591,13,01,39.86909035,116.28143145
126447601,61,01,39.86938345,116.28122644999999
126447611,41,01,39.88208,116.348795
126447621,43,01,39.882464999999996,116.34878
126447631,96,01,39.89032,116.348895
126447651,131,01,39.901775,116.310205
126447671,143,01,39.88935815,116.27388024999999
126447681,70,01,39.890315,116.273885
126447690,128,01,39.88949,116.274115
126447700,48,01,39.89029,116.27412
126447710,92,00,39.837104999999994,116.345715
126447730,114,00,39.850139999999996,116.34637000000001
126447740,79,00,39.849275199999994,116.3462741
126447750,460,00,39.86977325,116.2665736
126447760,109,00,39.8684,116.26375
126447770,86,01,39.868165000000005,116.34891999999999
126447810,52,01,39.8695,116.34887499999999
126447820,64,01,39.870025,116.34893
126448470,116,04,39.90104,116.41414499999999
126448490,37,04,39.90108,116.415485
126448500,37,04,39.901065,116.41505000000001
126448551,57,04,39.900814999999994,116.420375
126448951,10,04,39.89456,116.37436
126448970,21,04,39.8945108,116.37457764999999
126448980,14,04,39.894675,116.37458
126449561,37,04,39.9010095,116.41874005
126452141,114,01,39.968035,116.353485
126452150,26,01,39.967415,116.354635
126452160,56,01,39.96778,116.35462
126452171,149,01,39.967785,116.360625
126452181,27,01,39.96779,116.36166
126452191,26,01,39.96766,116.36166
126456971,68,01,39.940285,116.314895
126456981,43,01,39.9405,116.3143
126457070,32,01,39.94054,116.31482
126457080,71,01,39.94074225,116.314273
126457091,120,01,39.922905,116.35621
126457111,101,01,39.924274999999994,116.3563
126457161,224,01,39.940125,116.355615
126457171,41,01,39.938559999999995,116.34484499999999
126457181,61,01,39.938495,116.34425415
126457190,37,01,39.9675,116.330345
126457200,158,01,39.9674434,116.32919279999999
126457211,37,01,39.96732,116.330345
126457221,108,01,39.967285000000004,116.32947999999999
126457231,26,01,39.96776,116.34937
126457241,54,01,39.96776,116.349835
126457251,57,01,39.967569749999996,116.34985875
126457271,32,01,39.96778,116.359385
126457281,14,01,39.96778,116.35966
126457291,57,01,39.96766,116.359905
126457301,82,01,39.96766,116.35909000000001
126457311,247,01,39.985569999999996,116.32181499999999
126457321,37,01,39.985510000000005,116.320145
126457331,210,01,39.98585,116.325615
126457361,256,01,39.985705,116.32601
126457371,137,01,39.986455,116.3396
126457381,237,01,39.986565,116.3418
126457391,212,01,39.986405,116.34218
126457401,293,01,39.986255,116.33922
126457421,158,01,39.967785,116.35600500000001
126457440,32,01,39.968180000000004,116.35460499999999
126457451,123,01,39.982765,116.353645
126457461,151,01,39.983999999999995,116.353555
126457470,148,01,39.982668200000006,116.35384375000001
126457490,48,01,39.99337,116.295905
126457500,59,01,39.992995,116.29629
126457521,104,01,39.99022,116.299305
126457531,74,01,39.98489,116.300815
126457541,93,01,39.984825,116.299835
126457551,108,01,39.932424999999995,116.27474000000001
126457561,212,01,39.933865,116.27455499999999
126457571,57,01,39.933175000000006,116.27484000000001
126457581,123,01,39.932365000000004,116.274945
126457591,104,01,39.93617,116.27429000000001
126457601,215,01,39.9376052,116.27418405
126457621,358,01,39.93504,116.27464
126457691,115,01,39.958598,116.27536520000001
126457701,46,01,39.959320000000005,116.27528000000001
126457711,41,01,39.95970635,116.27550275
126457721,127,01,39.95895,116.27559500000001
126457730,150,01,39.943455,116.35601
126457740,71,01,39.94440915,116.35629564999999
126457751,17,01,39.947010000000006,116.31001499999999
126457771,86,01,39.95479295,116.355099
126457781,64,01,39.955465000000004,116.355075
126457791,101,01,39.985155,116.308875
126457801,266,01,39.9850858,116.3067248
126457811,252,01,39.9852615,116.30652935
126457821,27,01,39.985315,116.30816999999999
126457851,45,01,39.96754,116.307275
126457861,43,01,39.967145,116.30731
126457871,37,01,39.93822485,116.3326397
126457881,19,01,39.938248400000006,116.33230044999999
126457891,82,01,39.9180214,116.31015515
126457901,82,01,39.918760000000006,116.31013999999999
126457920,93,01,39.928104000000005,116.35600450000001
126457931,57,01,39.984975,116.299555
126457941,35,01,39.985034999999996,116.300095
126457951,279,01,39.924405,116.27533500000001
126457961,149,01,39.92248,116.275295
126457981,12,01,39.968115,116.37493
126458530,32,04,39.89506605,116.37459055
126458541,35,04,39.89477,116.374365
126458551,32,04,39.89507515,116.37437525
126458561,215,01,39.857005,116.38803
126458600,212,01,39.857145,116.38802
126458670,160,01,39.857169999999996,116.41325
126458701,243,01,39.85705,116.415645
126458711,148,01,39.857034999999996,116.413355
126458780,112,03,39.96749,116.35159
126458790,20,03,39.967505,116.352375
126458820,32,01,39.97672695,116.35414335
126458830,90,01,39.977281950000005,116.35411835
126662161,442,01,39.91916,116.54351
126662180,451,01,39.919200000000004,116.54333500000001
126662191,75,00,39.950365,116.58496
126662210,46,00,39.95036,116.58511999999999
126662220,45,00,39.950755,116.58500000000001
126662230,177,01,39.9953228,116.50351605
126662240,98,01,39.99432779999999,116.50447605
126662250,158,01,39.92467,116.543015
126662260,305,01,39.922595,116.54314
126662271,130,01,39.923550000000006,116.54326
126662281,201,01,39.922055,116.54334
126662301,20,01,39.988429999999994,116.51003499999999
126662310,46,01,39.98918,116.50919999999999
126662320,37,01,39.988855,116.50947
126662410,240,00,39.91590855,116.63160124999999
126662420,61,00,39.9165469,116.63316474999999
126662440,268,01,39.959824999999995,116.217275
126662490,832,01,39.980835,116.220745
126662510,1243,01,39.998305,116.23564999999999
126662520,52,01,39.99653,116.22843499999999
126662570,446,01,39.93188,116.21218999999999
126662601,61,01,39.92545,116.238485
126662610,171,01,39.925055,116.23719
126662620,63,01,39.925349999999995,116.238505
126662631,28,01,39.924775600000004,116.21905035
126662641,193,01,39.92479,116.22035
126662661,1156,01,39.924165,116.178395
126662790,141,00,39.923165,116.666075
126662800,146,00,39.92305,116.6644
126763591,34,01,39.926265,116.46174500000001
126763620,52,01,39.988780000000006,116.416515
126763631,111,01,39.93974,116.489765
126763641,75,01,39.94058045,116.4897536
126763650,234,00,39.994805,116.44768
126763660,386,00,39.997335,116.449245
126763671,52,00,39.971045000000004,116.469055
126763681,103,00,39.971575,116.46965
126763690,119,01,39.97529,116.463635
126763700,75,01,39.97585,116.46276
126763710,179,01,39.93950725,116.4900063
126763731,71,01,39.9682337,116.37963099999999
126763741,45,01,39.9682409,116.380311
126763760,37,01,39.96857,116.398515
126763780,458,01,39.94903,116.407955
126763791,46,01,39.969094999999996,116.41206
126763811,89,01,39.930581700000005,116.48997080000001
126763830,370,00,39.99771005,116.44865200000001
126763840,168,00,39.99552,116.44729000000001
126763870,94,01,39.975595,116.462865
126763900,157,01,39.96518655,116.47896345000001
126763921,50,01,39.963933749999995,116.37983335000001
126763931,72,00,39.96226,116.45921
126763941,149,00,39.963025,116.46005500000001
126763950,331,00,39.961385,116.458545
126763970,156,01,39.965005000000005,116.478925
126763980,138,01,39.96414,116.48024000000001
126763990,397,01,39.9212929,116.489955
126764000,219,01,39.92407,116.48996
126764011,270,01,39.921575000000004,116.48974
126764021,363,01,39.92441445,116.4897318
126764031,92,01,39.98756295,116.3801188
126764060,160,01,39.98903,116.431795
126764070,13,01,39.989025,116.43876499999999
126764080,59,01,39.9891,116.43835
126764100,64,00,39.994931050000005,116.37519499999999
126764121,37,00,39.994765,116.375115
126764130,52,01,39.92931,116.46179
126764150,46,01,39.968935,116.412085
126764160,50,01,39.96895000000001,116.41264000000001
126764180,184,01,39.941715,116.43383
126764190,337,01,39.942235,116.433665
126764251,100,01,39.968705,116.39762999999999
126764281,17,01,39.969422449999996,116.43629150000001
126764290,243,01,39.988155000000006,116.39447
126764300,317,01,39.98806855,116.3911851
126764310,439,01,39.98790735,116.39174005
126764320,252,01,39.988034999999996,116.3958
126764330,453,01,39.94914,116.40774
126764360,164,01,39.98867,116.41829999999999
126764370,57,01,39.983095000000006,116.451445
126764380,34,01,39.98283,116.45185000000001
128549621,4,01,39.83149885,116.37502839999999
128549640,46,01,39.831329999999994,116.375275
128549650,184,01,39.83137,116.37663
128549980,57,03,39.910972400000006,116.4615138
128550000,37,03,39.910555,116.46222
128550290,71,01,39.897040000000004,116.44424000000001
128550300,107,01,39.89783855,116.4441743
128550561,97,01,39.907911850000005,116.49574995
128550571,30,01,39.907845,116.495
128550641,13,03,39.9110188,116.48971125
128550651,8,03,39.911113799999995,116.48973125
128551081,10,06,39.9135699,116.46945360000001
128551361,171,01,39.90466,116.46710999999999
128551371,8,01,39.90461,116.46606
128551671,50,04,39.893155,116.473285
128551720,50,04,39.89333,116.473285
128551751,64,04,39.893665,116.45348999999999
128555471,133,03,39.856885,116.37827999999999
128555481,50,03,39.856895,116.3772
128558531,8,06,39.800889999999995,116.523665
128570800,37,03,39.907515000000004,116.324615
